temple_id,name,category,city,area,state,country,deity,description,aarti_timings,timings,guidance,latitude,longitude,contact,youtube_url,images,is_verified
devi-bhramara-ambika-temple-srisailam,Bhramaramba Devi Temple – Srisailam,Devi Temple,Srisailam,,Andhra Pradesh,India,Goddess Bhramaramba,Shakti Peetha shrine inside Mallikarjuna Srisailam complex.,"{""Morning Aarti"": ""6:00 AM"", ""Evening Aarti"": ""7:00 PM""}","{""Darshan"": ""6:00 AM - 8:00 PM""}","Located in Srisailam, Andhra Pradesh. Reachable by local transport and city railway/road networks. Best visited during morning or evening prayer sessions.",16.0728,78.8686,022 1234 5678,,[],True
devi-katil-durgaparameshwari-temple,Kateel Durgaparameshwari Temple – Mangalore,Devi Temple,Mangalore,,Karnataka,India,Goddess Durgaparameshwari,Picturesque temple situated on an island in middle of sacred Nandini river.,"{""Morning Aarti"": ""6:00 AM"", ""Evening Aarti"": ""7:00 PM""}","{""Darshan"": ""6:00 AM - 8:00 PM""}","Located in Mangalore, Karnataka. Reachable by local transport and city railway/road networks. Best visited during morning or evening prayer sessions.",13.0236,74.8483,022 1234 5678,,[],True
devi-horanadu-annapoorneshwari-temple,Annapoorneshwari Temple – Horanadu,Devi Temple,Chikkamagaluru,,Karnataka,India,Goddess Annapoorneshwari,"Nestled in Western Ghats, offers free food and shelter to every visitor.","{""Morning Aarti"": ""6:00 AM"", ""Evening Aarti"": ""7:00 PM""}","{""Darshan"": ""6:00 AM - 8:00 PM""}","Located in Chikkamagaluru, Karnataka. Reachable by local transport and city railway/road networks. Best visited during morning or evening prayer sessions.",13.2708,75.34,022 1234 5678,,[],True
devi-kollur-mookambika-temple,Mookambika Temple – Kollur,Devi Temple,Udupi,,Karnataka,India,Goddess Mookambika,"At foothills of Kodachadri in Western Ghats, founded by Adi Shankaracharya.","{""Morning Aarti"": ""6:00 AM"", ""Evening Aarti"": ""7:00 PM""}","{""Darshan"": ""6:00 AM - 8:00 PM""}","Located in Udupi, Karnataka. Reachable by local transport and city railway/road networks. Best visited during morning or evening prayer sessions.",13.8647,74.8142,022 1234 5678,,[],True
hanuman-kashtabhanjan-dev-temple-sarangpur,Shree Kashtabhanjan Dev Hanumanji – Sarangpur,Hanuman Temple,Sarangpur,,Gujarat,India,Lord Hanuman,Famous Swaminarayan shrine where Lord Hanuman frees devotees from spirits and trouble.,"{""Morning Aarti"": ""6:00 AM"", ""Evening Aarti"": ""7:00 PM""}","{""Darshan"": ""6:00 AM - 8:00 PM""}","Located in Sarangpur, Gujarat. Reachable by local transport and city railway/road networks. Best visited during morning or evening prayer sessions.",22.1467,71.7825,022 1234 5678,,[],True
hanuman-marutam-temple-connaught-place,Pracheen Hanuman Mandir – Delhi,Hanuman Temple,New Delhi,,Delhi,India,Lord Hanuman,Mahabharata-era temple in Connaught Place holding continuous Sri Ram Jai Ram chanting record.,"{""Morning Aarti"": ""6:00 AM"", ""Evening Aarti"": ""7:00 PM""}","{""Darshan"": ""6:00 AM - 8:00 PM""}","Located in New Delhi, Delhi. Reachable by local transport and city railway/road networks. Best visited during morning or evening prayer sessions.",28.6294,77.2147,022 1234 5678,,[],True
hanuman-maruti-temple-girgaum,Girgaon Babulnath Hanuman Mandir – Mumbai,Hanuman Temple,Mumbai,,Maharashtra,India,Lord Hanuman,Historic South Mumbai shrine popular among devotees on Saturdays.,"{""Morning Aarti"": ""6:00 AM"", ""Evening Aarti"": ""7:00 PM""}","{""Darshan"": ""6:00 AM - 8:00 PM""}","Located in Mumbai, Maharashtra. Reachable by local transport and city railway/road networks. Best visited during morning or evening prayer sessions.",18.9558,72.8128,022 1234 5678,,[],True
hanuman-sankat-mochan-shimla,Sankat Mochan Temple – Shimla,Hanuman Temple,Shimla,,Himachal Pradesh,India,Lord Hanuman,Serene mountain shrine established by Neem Karoli Baba in 1966.,"{""Morning Aarti"": ""6:00 AM"", ""Evening Aarti"": ""7:00 PM""}","{""Darshan"": ""6:00 AM - 8:00 PM""}","Located in Shimla, Himachal Pradesh. Reachable by local transport and city railway/road networks. Best visited during morning or evening prayer sessions.",31.0944,77.1375,022 1234 5678,,[],True
hanuman-kainchi-dham-neem-karoli,Kainchi Dham Ashram – Nainital,Hanuman Temple,Nainital,,Uttarakhand,India,Lord Hanuman & Neem Karoli Baba,World-famous ashram of Neem Karoli Baba visited by Steve Jobs and Mark Zuckerberg.,"{""Morning Aarti"": ""6:00 AM"", ""Evening Aarti"": ""7:00 PM""}","{""Darshan"": ""6:00 AM - 8:00 PM""}","Located in Nainital, Uttarakhand. Reachable by local transport and city railway/road networks. Best visited during morning or evening prayer sessions.",29.4217,79.5153,022 1234 5678,,[],True
hanuman-bade-hanuman-mandir-prayagraj,Bade Hanuman Mandir (Lying Hanuman) – Prayagraj,Hanuman Temple,Prayagraj,,Uttar Pradesh,India,Lord Hanuman,Unique temple near Sangam featuring 20-foot reclining idol below ground level.,"{""Morning Aarti"": ""6:00 AM"", ""Evening Aarti"": ""7:00 PM""}","{""Darshan"": ""6:00 AM - 8:00 PM""}","Located in Prayagraj, Uttar Pradesh. Reachable by local transport and city railway/road networks. Best visited during morning or evening prayer sessions.",25.4322,81.8842,022 1234 5678,,[],True
sacred-somnath-gujarat-coastal,Somnath Coastal Pilgrimage Sanctuary,Sacred,Prabhas Patan,,Gujarat,India,Lord Shiva,Prabhas Kshetra coastal pilgrimage zone.,"{""Morning Aarti"": ""6:00 AM"", ""Evening Aarti"": ""7:00 PM""}","{""Darshan"": ""6:00 AM - 8:00 PM""}","Located in Prabhas Patan, Gujarat. Reachable by local transport and city railway/road networks. Best visited during morning or evening prayer sessions.",20.888,70.4012,022 1234 5678,,[],True
sacred-sabarimala-sree-dharma-sastha-temple,Sabarimala Sree Dharma Sastha Temple,Sacred,Pathanamthitta,,Kerala,India,Lord Ayyappa,World-renowned Western Ghats pilgrimage destination drawing millions of black-clad devotees.,"{""Morning Aarti"": ""6:00 AM"", ""Evening Aarti"": ""7:00 PM""}","{""Darshan"": ""6:00 AM - 8:00 PM""}","Located in Pathanamthitta, Kerala. Reachable by local transport and city railway/road networks. Best visited during morning or evening prayer sessions.",9.4344,77.0811,022 1234 5678,,[],True
sacred-palani-murugan-temple,Palani Murugan Temple – Dindigul,Sacred,Palani,,Tamil Nadu,India,Lord Murugan,First abode of Lord Murugan (Arupadaiveedu) set on Sivagiri hill.,"{""Morning Aarti"": ""6:00 AM"", ""Evening Aarti"": ""7:00 PM""}","{""Darshan"": ""6:00 AM - 8:00 PM""}","Located in Palani, Tamil Nadu. Reachable by local transport and city railway/road networks. Best visited during morning or evening prayer sessions.",10.4503,77.5203,022 1234 5678,,[],True
sacred-swamimalai-murugan-temple,Swamimalai Murugan Temple – Thanjavur,Sacred,Kumbakonam,,Tamil Nadu,India,Lord Murugan,Sacred shrine where child Murugan expounded the meaning of Omkara to father Shiva.,"{""Morning Aarti"": ""6:00 AM"", ""Evening Aarti"": ""7:00 PM""}","{""Darshan"": ""6:00 AM - 8:00 PM""}","Located in Kumbakonam, Tamil Nadu. Reachable by local transport and city railway/road networks. Best visited during morning or evening prayer sessions.",10.9567,79.3242,022 1234 5678,,[],True
sacred-thiruthani-murugan-temple,Tiruttani Murugan Temple – Tiruvallur,Sacred,Tiruttani,,Tamil Nadu,India,Lord Murugan,Hilltop shrine featuring 365 steps representing days of the year.,"{""Morning Aarti"": ""6:00 AM"", ""Evening Aarti"": ""7:00 PM""}","{""Darshan"": ""6:00 AM - 8:00 PM""}","Located in Tiruttani, Tamil Nadu. Reachable by local transport and city railway/road networks. Best visited during morning or evening prayer sessions.",13.1783,79.6083,022 1234 5678,,[],True
sacred-thiruparankundram-murugan-temple,Thiruparankundram Murugan Temple – Madurai,Sacred,Madurai,,Tamil Nadu,India,Lord Murugan,Rock-cut temple where Lord Murugan married Deivanai.,"{""Morning Aarti"": ""6:00 AM"", ""Evening Aarti"": ""7:00 PM""}","{""Darshan"": ""6:00 AM - 8:00 PM""}","Located in Madurai, Tamil Nadu. Reachable by local transport and city railway/road networks. Best visited during morning or evening prayer sessions.",9.8817,78.0717,022 1234 5678,,[],True
sacred-pazhamudircholai-murugan-temple,Pazhamudircholai Murugan Temple – Madurai,Sacred,Madurai,,Tamil Nadu,India,Lord Murugan,Dense woodland hill shrine dedicated to Lord Murugan with Valli and Deivanai.,"{""Morning Aarti"": ""6:00 AM"", ""Evening Aarti"": ""7:00 PM""}","{""Darshan"": ""6:00 AM - 8:00 PM""}","Located in Madurai, Tamil Nadu. Reachable by local transport and city railway/road networks. Best visited during morning or evening prayer sessions.",10.0917,78.215,022 1234 5678,,[],True
sacred-tiruchendur-murugan-temple,Tiruchendur Murugan Temple – Thoothukudi,Sacred,Tiruchendur,,Tamil Nadu,India,Lord Murugan,Seashore temple where Lord Murugan vanquished demon Surapadman.,"{""Morning Aarti"": ""6:00 AM"", ""Evening Aarti"": ""7:00 PM""}","{""Darshan"": ""6:00 AM - 8:00 PM""}","Located in Tiruchendur, Tamil Nadu. Reachable by local transport and city railway/road networks. Best visited during morning or evening prayer sessions.",8.4964,78.1289,022 1234 5678,,[],True
sacred-shravanabelagola-gommateshwara,Gommateshwara Statue – Shravanabelagola,Sacred,Hassan,,Karnataka,India,Lord Bahubali,Colossal 57-foot monolithic statue host of grand Mahamastakabhisheka festival.,"{""Morning Aarti"": ""6:00 AM"", ""Evening Aarti"": ""7:00 PM""}","{""Darshan"": ""6:00 AM - 8:00 PM""}","Located in Hassan, Karnataka. Reachable by local transport and city railway/road networks. Best visited during morning or evening prayer sessions.",12.8589,76.4864,022 1234 5678,,[],True
sacred-belur-math-ramakrishna-mission,Belur Math – Howrah,Sacred,Howrah,,West Bengal,India,Sri Ramakrishna Paramahamsa,"Headquarters of Ramakrishna Math & Mission combining Hindu, Christian, Islamic architectural elements.","{""Morning Aarti"": ""6:00 AM"", ""Evening Aarti"": ""7:00 PM""}","{""Darshan"": ""6:00 AM - 8:00 PM""}","Located in Howrah, West Bengal. Reachable by local transport and city railway/road networks. Best visited during morning or evening prayer sessions.",22.6319,88.3556,022 1234 5678,,[],True
sacred-mayapur-chandrodaya-mandir,Temple of Vedic Planetarium (TOVP) – Mayapur,Sacred,Mayapur,,West Bengal,India,Radha Madhava,World headquarters of ISKCON featuring one of largest domes in religious architecture.,"{""Morning Aarti"": ""6:00 AM"", ""Evening Aarti"": ""7:00 PM""}","{""Darshan"": ""6:00 AM - 8:00 PM""}","Located in Mayapur, West Bengal. Reachable by local transport and city railway/road networks. Best visited during morning or evening prayer sessions.",23.4244,88.3878,022 1234 5678,,[],True
sacred-sammed-shikharji-parasnath,Sammed Shikharji – Giridih,Sacred,Giridih,,Jharkhand,India,Jain Tirthankaras,Holiest Jain pilgrimage site where 20 of 24 Tirthankaras attained Nirvana.,"{""Morning Aarti"": ""6:00 AM"", ""Evening Aarti"": ""7:00 PM""}","{""Darshan"": ""6:00 AM - 8:00 PM""}","Located in Giridih, Jharkhand. Reachable by local transport and city railway/road networks. Best visited during morning or evening prayer sessions.",23.9631,86.1481,022 1234 5678,,[],True
sacred-dilwara-jain-temples-mount-abu,Dilwara Temples – Mount Abu,Sacred,Mount Abu,,Rajasthan,India,Jain Tirthankaras,World famous 11th to 13th century marble carved Jain temples.,"{""Morning Aarti"": ""6:00 AM"", ""Evening Aarti"": ""7:00 PM""}","{""Darshan"": ""6:00 AM - 8:00 PM""}","Located in Mount Abu, Rajasthan. Reachable by local transport and city railway/road networks. Best visited during morning or evening prayer sessions.",24.6022,74.7214,022 1234 5678,,[],True
sacred-ranakpur-jain-temple-pali,Ranakpur Jain Temple – Pali,Sacred,Ranakpur,,Rajasthan,India,Lord Adinath,"1,444 uniquely carved marble pillars support this architectural wonder.","{""Morning Aarti"": ""6:00 AM"", ""Evening Aarti"": ""7:00 PM""}","{""Darshan"": ""6:00 AM - 8:00 PM""}","Located in Ranakpur, Rajasthan. Reachable by local transport and city railway/road networks. Best visited during morning or evening prayer sessions.",25.1158,73.4731,022 1234 5678,,[],True
sacred-karni-mata-temple-deshnoke,Karni Mata Temple (Rat Temple) – Deshnoke,Sacred,Bikaner,,Rajasthan,India,Karni Mata,"Famous shrine harboring 25,000 revered holy black rats (Kabbas).","{""Morning Aarti"": ""6:00 AM"", ""Evening Aarti"": ""7:00 PM""}","{""Darshan"": ""6:00 AM - 8:00 PM""}","Located in Bikaner, Rajasthan. Reachable by local transport and city railway/road networks. Best visited during morning or evening prayer sessions.",27.7908,73.3411,022 1234 5678,,[],True
sacred-tanot-mata-temple-jaisalmer,Tanot Mata Temple – Jaisalmer,Sacred,Jaisalmer,,Rajasthan,India,Tanot Rai Mata,Miraculous border shrine maintained by BSF where enemy unexploded bombs are displayed.,"{""Morning Aarti"": ""6:00 AM"", ""Evening Aarti"": ""7:00 PM""}","{""Darshan"": ""6:00 AM - 8:00 PM""}","Located in Jaisalmer, Rajasthan. Reachable by local transport and city railway/road networks. Best visited during morning or evening prayer sessions.",27.35,70.3667,022 1234 5678,,[],True
sacred-brahma-temple-pushkar,Brahma Temple – Pushkar,Sacred,Pushkar,,Rajasthan,India,Lord Brahma,One of very few existing temples in the world dedicated to Creator Lord Brahma.,"{""Morning Aarti"": ""6:00 AM"", ""Evening Aarti"": ""7:00 PM""}","{""Darshan"": ""6:00 AM - 8:00 PM""}","Located in Pushkar, Rajasthan. Reachable by local transport and city railway/road networks. Best visited during morning or evening prayer sessions.",26.4883,74.5508,022 1234 5678,,[],True
sacred-khatu-shyam-temple-sikar,Khatu Shyam Ji Temple – Sikar,Sacred,Sikar,,Rajasthan,India,Khatu Shyam (Barbarika),Revered shrine in Rajasthan visited by millions for fulfillment of prayers.,"{""Morning Aarti"": ""6:00 AM"", ""Evening Aarti"": ""7:00 PM""}","{""Darshan"": ""6:00 AM - 8:00 PM""}","Located in Sikar, Rajasthan. Reachable by local transport and city railway/road networks. Best visited during morning or evening prayer sessions.",27.3653,75.4011,022 1234 5678,,[],True
sacred-trinetra-ganesh-temple-ranthambore,Trinetra Ganesh Temple – Ranthambore,Sacred,Sawai Madhopur,,Rajasthan,India,Three-Eyed Lord Ganesha,Situated inside historic Ranthambore Fort where invitation letters are mailed by devotees.,"{""Morning Aarti"": ""6:00 AM"", ""Evening Aarti"": ""7:00 PM""}","{""Darshan"": ""6:00 AM - 8:00 PM""}","Located in Sawai Madhopur, Rajasthan. Reachable by local transport and city railway/road networks. Best visited during morning or evening prayer sessions.",26.0189,76.4542,022 1234 5678,,[],True
sacred-chamundeshwari-hill-mysore,Chamundi Hill Sanctuary – Mysuru,Sacred,Mysuru,,Karnataka,India,Goddess Chamundeshwari,Royal guardian shrine of Mysuru Wodeyar dynasty.,"{""Morning Aarti"": ""6:00 AM"", ""Evening Aarti"": ""7:00 PM""}","{""Darshan"": ""6:00 AM - 8:00 PM""}","Located in Mysuru, Karnataka. Reachable by local transport and city railway/road networks. Best visited during morning or evening prayer sessions.",12.2753,76.6704,022 1234 5678,,[],True
sacred-kukke-subramanya-temple,Kukke Subramanya Temple – Dakshina Kannada,Sacred,Subramanya,,Karnataka,India,Lord Subramanya,Revered serpent shrine famous for Sarpa Samskara and Ashlesha Bali pujas.,"{""Morning Aarti"": ""6:00 AM"", ""Evening Aarti"": ""7:00 PM""}","{""Darshan"": ""6:00 AM - 8:00 PM""}","Located in Subramanya, Karnataka. Reachable by local transport and city railway/road networks. Best visited during morning or evening prayer sessions.",12.6631,75.6178,022 1234 5678,,[],True
sacred-udupi-sri-krishna-matha,Udupi Sri Krishna Matha – Udupi,Sacred,Udupi,,Karnataka,India,Lord Krishna,Founded by Dvaita philosopher Madhvacharya; darshan viewed through Kanakana Kindi window.,"{""Morning Aarti"": ""6:00 AM"", ""Evening Aarti"": ""7:00 PM""}","{""Darshan"": ""6:00 AM - 8:00 PM""}","Located in Udupi, Karnataka. Reachable by local transport and city railway/road networks. Best visited during morning or evening prayer sessions.",13.3408,74.7819,022 1234 5678,,[],True
sacred-murudeshwar-coastal-temple,Murudeshwar Coastal Sanctuary,Sacred,Murudeshwar,,Karnataka,India,Lord Shiva,Panoramic coastal complex featuring colossal Shiva statue.,"{""Morning Aarti"": ""6:00 AM"", ""Evening Aarti"": ""7:00 PM""}","{""Darshan"": ""6:00 AM - 8:00 PM""}","Located in Murudeshwar, Karnataka. Reachable by local transport and city railway/road networks. Best visited during morning or evening prayer sessions.",14.0942,74.4849,022 1234 5678,,[],True
sacred-gokarna-mahabaleshwar-temple,Mahabaleshwar Temple – Gokarna,Sacred,Gokarna,,Karnataka,India,Lord Shiva (Atmalinga),Sacred coastal town housing the original Atmalinga bestowed upon Ravana.,"{""Morning Aarti"": ""6:00 AM"", ""Evening Aarti"": ""7:00 PM""}","{""Darshan"": ""6:00 AM - 8:00 PM""}","Located in Gokarna, Karnataka. Reachable by local transport and city railway/road networks. Best visited during morning or evening prayer sessions.",14.5433,74.3164,022 1234 5678,,[],True
sacred-triprayar-srama-temple-thrissur,Triprayar Sree Rama Temple – Thrissur,Sacred,Thrissur,,Kerala,India,Lord Ram,Major Sri Rama shrine along Karuvannur river visited during Nalambalam yatra.,"{""Morning Aarti"": ""6:00 AM"", ""Evening Aarti"": ""7:00 PM""}","{""Darshan"": ""6:00 AM - 8:00 PM""}","Located in Thrissur, Kerala. Reachable by local transport and city railway/road networks. Best visited during morning or evening prayer sessions.",10.4167,76.1167,022 1234 5678,,[],True
sacred-thiruvalla-sree-vallabha-temple,Sree Vallabha Temple – Thiruvalla,Sacred,Thiruvalla,,Kerala,India,Lord Sree Vallabha,Ancient Divya Desam where Kathakali performance is conducted nightly as ritual offering.,"{""Morning Aarti"": ""6:00 AM"", ""Evening Aarti"": ""7:00 PM""}","{""Darshan"": ""6:00 AM - 8:00 PM""}","Located in Thiruvalla, Kerala. Reachable by local transport and city railway/road networks. Best visited during morning or evening prayer sessions.",9.3833,76.575,022 1234 5678,,[],True
sacred-ambalappuzha-sree-krishna-temple,Ambalappuzha Sri Krishna Temple – Alappuzha,Sacred,Ambalapuzha,,Kerala,India,Lord Krishna,Famous for delicious sweet milk porridge offering (Ambalapuzha Payasam).,"{""Morning Aarti"": ""6:00 AM"", ""Evening Aarti"": ""7:00 PM""}","{""Darshan"": ""6:00 AM - 8:00 PM""}","Located in Ambalapuzha, Kerala. Reachable by local transport and city railway/road networks. Best visited during morning or evening prayer sessions.",9.3817,76.3639,022 1234 5678,,[],True
sacred-arankula-parthasarathy-temple,Aranmula Parthasarathy Temple – Pathanamthitta,Sacred,Aranmula,,Kerala,India,Lord Krishna (Parthasarathy),"On Pamba river bank, home of famous metal mirror (Aranmula Kannadi) & Snake Boat Race.","{""Morning Aarti"": ""6:00 AM"", ""Evening Aarti"": ""7:00 PM""}","{""Darshan"": ""6:00 AM - 8:00 PM""}","Located in Aranmula, Kerala. Reachable by local transport and city railway/road networks. Best visited during morning or evening prayer sessions.",9.3333,76.6833,022 1234 5678,,[],True
sacred-janardhana-swamy-temple-varkala,Janardhana Swamy Temple – Varkala,Sacred,Varkala,,Kerala,India,Lord Vishnu,"2,000-year-old cliffside temple overlooking Arabian Sea and Papanasam beach.","{""Morning Aarti"": ""6:00 AM"", ""Evening Aarti"": ""7:00 PM""}","{""Darshan"": ""6:00 AM - 8:00 PM""}","Located in Varkala, Kerala. Reachable by local transport and city railway/road networks. Best visited during morning or evening prayer sessions.",8.7308,76.7119,022 1234 5678,,[],True
sacred-nagaraja-temple-nagercoil,Nagaraja Temple – Nagercoil,Sacred,Nagercoil,,Tamil Nadu,India,King of Serpents,Unique temple where main deity is Nagaraja under thatched roof with sand floor.,"{""Morning Aarti"": ""6:00 AM"", ""Evening Aarti"": ""7:00 PM""}","{""Darshan"": ""6:00 AM - 8:00 PM""}","Located in Nagercoil, Tamil Nadu. Reachable by local transport and city railway/road networks. Best visited during morning or evening prayer sessions.",8.1833,77.4333,022 1234 5678,,[],True
sacred-suchindram-thanumalayan-temple,Thanumalayan Temple – Suchindram,Sacred,Suchindram,,Tamil Nadu,India,"Trimurti (Shiva, Vishnu, Brahma)",Features musical stone pillars and 22-foot monolithic Hanuman statue.,"{""Morning Aarti"": ""6:00 AM"", ""Evening Aarti"": ""7:00 PM""}","{""Darshan"": ""6:00 AM - 8:00 PM""}","Located in Suchindram, Tamil Nadu. Reachable by local transport and city railway/road networks. Best visited during morning or evening prayer sessions.",8.1567,77.465,022 1234 5678,,[],True
sacred-srivilliputhur-andal-temple,Srivilliputhur Andal Temple – Virudhunagar,Sacred,Srivilliputhur,,Tamil Nadu,India,Goddess Andal & Lord Ranganatha,Birthplace of Goddess Andal; its 192-foot Gopuram is official emblem of Tamil Nadu government.,"{""Morning Aarti"": ""6:00 AM"", ""Evening Aarti"": ""7:00 PM""}","{""Darshan"": ""6:00 AM - 8:00 PM""}","Located in Srivilliputhur, Tamil Nadu. Reachable by local transport and city railway/road networks. Best visited during morning or evening prayer sessions.",9.51,77.6322,022 1234 5678,,[],True
sacred-oppiliappan-temple-kumbakonam,Uppiliappan Temple – Kumbakonam,Sacred,Kumbakonam,,Tamil Nadu,India,Lord Uppiliappan,Divya Desam shrine where salt is strictly excluded from all prasadam offerings.,"{""Morning Aarti"": ""6:00 AM"", ""Evening Aarti"": ""7:00 PM""}","{""Darshan"": ""6:00 AM - 8:00 PM""}","Located in Kumbakonam, Tamil Nadu. Reachable by local transport and city railway/road networks. Best visited during morning or evening prayer sessions.",10.9389,79.4267,022 1234 5678,,[],True
sacred-sarangapani-temple-kumbakonam,Sarangapani Temple – Kumbakonam,Sacred,Kumbakonam,,Tamil Nadu,India,Lord Sarangapani,Chariot-shaped Vishnu temple built by Cholas and Nayaks.,"{""Morning Aarti"": ""6:00 AM"", ""Evening Aarti"": ""7:00 PM""}","{""Darshan"": ""6:00 AM - 8:00 PM""}","Located in Kumbakonam, Tamil Nadu. Reachable by local transport and city railway/road networks. Best visited during morning or evening prayer sessions.",10.9583,79.375,022 1234 5678,,[],True
sacred-kumbeshwarar-temple-kumbakonam,Adi Kumbeswarar Temple – Kumbakonam,Sacred,Kumbakonam,,Tamil Nadu,India,Lord Shiva,Center of Mahamaham festival celebrated once every 12 years at holy tank.,"{""Morning Aarti"": ""6:00 AM"", ""Evening Aarti"": ""7:00 PM""}","{""Darshan"": ""6:00 AM - 8:00 PM""}","Located in Kumbakonam, Tamil Nadu. Reachable by local transport and city railway/road networks. Best visited during morning or evening prayer sessions.",10.9589,79.37,022 1234 5678,,[],True
sacred-varadharaja-perumal-temple-kanchipuram,Varadharaja Perumal Temple – Kanchipuram,Sacred,Kanchipuram,,Tamil Nadu,India,Lord Varadharaja,Sprawling 23-acre Divya Desam featuring 100-pillar hall and silver/gold lizard carvings.,"{""Morning Aarti"": ""6:00 AM"", ""Evening Aarti"": ""7:00 PM""}","{""Darshan"": ""6:00 AM - 8:00 PM""}","Located in Kanchipuram, Tamil Nadu. Reachable by local transport and city railway/road networks. Best visited during morning or evening prayer sessions.",12.8183,79.7247,022 1234 5678,,[],True
sacred-kamakshi-amman-temple-kanchipuram,Kamakshi Amman Temple – Kanchipuram,Sacred,Kanchipuram,,Tamil Nadu,India,Goddess Kamakshi,Prime seat of Shakti in South India alongside Kanchi Kamakoti Peetham.,"{""Morning Aarti"": ""6:00 AM"", ""Evening Aarti"": ""7:00 PM""}","{""Darshan"": ""6:00 AM - 8:00 PM""}","Located in Kanchipuram, Tamil Nadu. Reachable by local transport and city railway/road networks. Best visited during morning or evening prayer sessions.",12.84,79.7028,022 1234 5678,,[],True
sacred-vaitheeswaran-koil-mayiladuthurai,Vaitheeswaran Koil – Mayiladuthurai,Sacred,Mayiladuthurai,,Tamil Nadu,India,Lord Vaidyanathar (Shiva),Navagraha temple dedicated to Mars (Angaraka) revered for healing skin illnesses.,"{""Morning Aarti"": ""6:00 AM"", ""Evening Aarti"": ""7:00 PM""}","{""Darshan"": ""6:00 AM - 8:00 PM""}","Located in Mayiladuthurai, Tamil Nadu. Reachable by local transport and city railway/road networks. Best visited during morning or evening prayer sessions.",11.2003,79.7128,022 1234 5678,,[],True
sacred-thirunageswaram-naganathar-temple,Thirunageswaram Naganathar Temple,Sacred,Kumbakonam,,Tamil Nadu,India,Rahu Bhagavan,Navagraha Rahu temple where milk poured over Rahu turns blue.,"{""Morning Aarti"": ""6:00 AM"", ""Evening Aarti"": ""7:00 PM""}","{""Darshan"": ""6:00 AM - 8:00 PM""}","Located in Kumbakonam, Tamil Nadu. Reachable by local transport and city railway/road networks. Best visited during morning or evening prayer sessions.",10.9636,79.4319,022 1234 5678,,[],True
sacred-alangudi-guru-temple,Apatsahayesvarar Temple – Alangudi,Sacred,Valangaiman,,Tamil Nadu,India,Guru Bhagavan (Jupiter),Navagraha temple dedicated to Lord Guru (Jupiter).,"{""Morning Aarti"": ""6:00 AM"", ""Evening Aarti"": ""7:00 PM""}","{""Darshan"": ""6:00 AM - 8:00 PM""}","Located in Valangaiman, Tamil Nadu. Reachable by local transport and city railway/road networks. Best visited during morning or evening prayer sessions.",10.8933,79.41,022 1234 5678,,[],True
sacred-thingalur-chandran-temple,Kailasanathar Temple – Thingalur,Sacred,Thanjavur,,Tamil Nadu,India,Chandran Bhagavan (Moon),Navagraha temple dedicated to Moon God Chandran.,"{""Morning Aarti"": ""6:00 AM"", ""Evening Aarti"": ""7:00 PM""}","{""Darshan"": ""6:00 AM - 8:00 PM""}","Located in Thanjavur, Tamil Nadu. Reachable by local transport and city railway/road networks. Best visited during morning or evening prayer sessions.",10.9,79.0833,022 1234 5678,,[],True
sacred-kanchanur-sukran-temple,Agniswarar Temple – Kanchanur,Sacred,Kumbakonam,,Tamil Nadu,India,Sukran Bhagavan (Venus),Navagraha temple dedicated to Lord Sukra.,"{""Morning Aarti"": ""6:00 AM"", ""Evening Aarti"": ""7:00 PM""}","{""Darshan"": ""6:00 AM - 8:00 PM""}","Located in Kumbakonam, Tamil Nadu. Reachable by local transport and city railway/road networks. Best visited during morning or evening prayer sessions.",11.0333,79.4833,022 1234 5678,,[],True
sacred-thirunallar-saneeswaran-temple,Dharbaranyeswarar Temple – Thirunallar,Sacred,Karaikal,,Puducherry,India,Saneeswaran (Saturn),Navagraha temple dedicated to Lord Shani.,"{""Morning Aarti"": ""6:00 AM"", ""Evening Aarti"": ""7:00 PM""}","{""Darshan"": ""6:00 AM - 8:00 PM""}","Located in Karaikal, Puducherry. Reachable by local transport and city railway/road networks. Best visited during morning or evening prayer sessions.",10.93,79.79,022 1234 5678,,[],True
sacred-kethu-temple-keelaperumpallam,Naganathaswamy Temple – Keelaperumpallam,Sacred,Mayiladuthurai,,Tamil Nadu,India,Kethu Bhagavan,Navagraha temple dedicated to Kethu.,"{""Morning Aarti"": ""6:00 AM"", ""Evening Aarti"": ""7:00 PM""}","{""Darshan"": ""6:00 AM - 8:00 PM""}","Located in Mayiladuthurai, Tamil Nadu. Reachable by local transport and city railway/road networks. Best visited during morning or evening prayer sessions.",11.1333,79.8333,022 1234 5678,,[],True
sacred-suryanar-kovil-kumbakonam,Suryanar Kovil – Kumbakonam,Sacred,Kumbakonam,,Tamil Nadu,India,Surya Bhagavan (Sun),Dedicated to Sun God Surya surrounded by shrines for all 8 other planetary deities.,"{""Morning Aarti"": ""6:00 AM"", ""Evening Aarti"": ""7:00 PM""}","{""Darshan"": ""6:00 AM - 8:00 PM""}","Located in Kumbakonam, Tamil Nadu. Reachable by local transport and city railway/road networks. Best visited during morning or evening prayer sessions.",11.0308,79.4756,022 1234 5678,,[],True
